stars,comment,title,review_date
4.0,"









  
  
    
  It is very fast, in low price, complete value of money

  
",Value of money,18-Oct-19
5.0,"









  
  
    
  Best one

  
",Easy to use,08-Nov-17
5.0,"









  
  
    
  Good to use

  
",Best,11-Apr-19
4.0,"









  
  
    
  Good Product

  
",Good,30-Jun-19
5.0,"









  
  
    
  good

  
",good,27-Feb-19
5.0,"









  
  
    
  nice

  
",nice,25-Jan-20
5.0,"









  
  
    
  Good

  
",Worth to cost,15-Mar-19
1.0,"









  
  
    
  Card not detected in my motorola phone.. pathetic... Buy only sandisk.. don't go for samsung...

  
",BUY SANDISK NOT SAMSUNG IN STORAGE DEVICE,09-Mar-19
5.0,"









  
  
    
  good

  
",nice,04-Dec-18
5.0,"









  
  
    
  Very useful product compatible to samsung mobile

  
",Only for Samsung thing,04-Dec-18
4.0,"









  
  
    
  Totally satisfied

  
",Review,11-Dec-17
5.0,"









  
  
    
  A good product for expanding the storage memory

  
",A good product for expanding the storage memory,26-Sep-19
5.0,"









  
  
    
  Using one 128GB in 77D and One 128GB in GoPro Hero7. Should work in a6500 as well.

  
",Good for DSLRs and Action CAMs,14-Dec-18
5.0,"









  
  
    
  Nice one

  
",Good product,02-Sep-19
5.0,"









  
  
    
  Excellent

  
",Excellent,23-Dec-18
5.0,"









  
  
    
  Nice product and Good working I use this memory card of realme xt

  
",Good memory card,08-Feb-19
5.0,"









  
  
    
  Good Product, quick data transfer & no problem at all.

  
",Very Goodood Product,27-Jan-19
5.0,"









  
  
    
  Perfect one for your mobile. It is faster and don't see any lag. I am using in my M20

  
",Samsung EVO plus mem card,06-Nov-19
5.0,"









  
  
    
  Product is ok . It should have been a bit cheaper .

  
",Good product .,10-Aug-18
5.0,"









  
  
    
  Very nice SD card

  
",Good SD card,11-Dec-17
3.0,"









  
  
    
  It's a good product

  
",Good value product,04-Jul-20
4.0,"









  
  
    
  Does exactly what is said in the description

  
",Perfect,13-Oct-19
4.0,"









  
  
    
  Good items less cost

  
",Nice items,03-Jun-19
5.0,"









  
  
    
  Very nice product, at very affordable prices.

  
",Affordable,17-Feb-19
4.0,"









  
  
    
  Speed is good and easy to use

  
",Fast speed,08-Mar-19
5.0,"









  
  
    
  Good

  
",Good,21-Dec-18
4.0,"









  
  
    
  Nice one but my storage space is easily full

  
",Nice,04-Dec-18
5.0,"









  
  
    
  Good

  
",Good,15-Jun-19
4.0,"









  
  
    
  Best choice

  
",Good,21-Aug-19
5.0,"









  
  
    
  Very good and really helpfull for me

  
",Awsome,11-Dec-17
4.0,"









  
  
    
  You get roughly from 56-58 GB out of 64 GB .Doesn't dipped in water so can't comment about water resistance 👍👍

  
",Good value,11-Oct-19
3.0,"









  
  
    
  Very  nice

  
",Nice,26-Jun-18
4.0,"









  
  
    
  Excellent

  
",Excellent,26-Nov-18
4.0,"









  
  
    
  Only 60gb out of 64gb

  
",4gb less,18-Jan-19
5.0,"









  
  
    
  Nice job

  
",Good,18-Jan-19
5.0,"









  
  
    
  Nice

  
",Ok,08-Oct-19
5.0,"









  
  
    
  Nice Memory Card

  
",Amazing,05-Oct-19
5.0,"









  
  
    
  Genuine product.

  
",As seen in pic.,22-Jul-19
4.0,"









  
  
    
  Nice

  
",Nice,04-Dec-18
3.0,"









  
  
    
  Okok

  
",Ok,11-Dec-17
3.0,"









  
  
    
  Just does the job for actions cams

  
",Agreed,04-Aug-19
5.0,"









  
  
    
  Its very useful value for the money

  
",Value for the money,03-Aug-19
5.0,"









  
  
    
  Full 32gb + Adapter, very fast transferring speed + easy to install....long durable.

  
","Give Top Speed while Transferring, Esay use @VerylessPrice",06-Oct-19
5.0,"









  
  
    
  Best

  
",Ok,06-Nov-19
3.0,"









  
  
    
  Good product for the price ..although the transfer speed is way slowet than promised! Comes with companies' original packaging with seal👍Buy it on sale...

  
",Good product,03-Dec-18
4.0,"









  
  
    
  Good

  
",Best,26-May-19
5.0,"









  
  
    
  It's nice.

  
",It's nice.,17-Dec-17
5.0,"









  
  
    
  nice

  
",good,24-Feb-19
5.0,"









  
  
    
  I like this product

  
",The product is best quality,04-Dec-18
3.0,"









  
  
    
  No data loss but speed is not upto the mark, surely speed is not as mentioned in the specs.

  
",Think before you buy,11-Dec-17
5.0,"









  
  
    
  Nice product. Very good seller.

  
",Very good seller.,05-Jan-19
5.0,"









  
  
    
  Good memory card

  
",Good,10-Oct-17
4.0,"









  
  
    
  Nice product. Very fast data transferring.

  
",Nice product,22-Nov-18
5.0,"









  
  
    
  good product

  
",good,07-Dec-18
5.0,"









  
  
    
  Ok

  
",Goof,02-Jul-19
4.0,"









  
  
    
  Value for money

  
",Good product 👌,24-Jul-19
4.0,"









  
  
    
  Very Good Product. Timely delivery.

  
",Very Good Product. Timely delivery.,12-Jun-19
5.0,"









  
  
    
  Simply superb, let's see what happen futureWorking fast

  
","Product original, let's see it's future",30-Jun-20
4.0,"









  
  
    
  Nice product. Buy it without any hesitation if you want to buy 32 gb memory card

  
",Nice product.,04-Dec-18
5.0,"









  
  
    
  Worth the money

  
",Worth the money,11-Dec-17
5.0,"









  
  
    
  Quality product as is expected from Samsung.

  
",Working great with Samsung J7 Pro,21-Nov-18
5.0,"









  
  
    
  Best in class

  
",Simply superb...,27-Jun-19
5.0,"









  
  
    
  Good stuff

  
",Go for it,20-Mar-18
4.0,"









  
  
    
  Good Product

  
",Worth,05-Nov-19
5.0,"









  
  
    
  Good product

  
",Good quality,08-Jan-19
4.0,"









  
  
    
  Good card. Using 16 gb from last 2 years workong well.

  
",Good to use,11-Dec-19
5.0,"









  
  
    
  Costly

  
",View for it,23-Sep-19
5.0,"









  
  
    
  In reasonble rate. Good

  
",Good,28-Dec-17
5.0,"









  
  
    
  Very good product but very costly also.

  
",Five Stars,04-Dec-18
3.0,"









  
  
    
  Recently started using the product, speed is good.Thank you Amazon for a prompt delivery.

  
",speed is good. Thank you Amazon for a prompt delivery,11-Dec-17
5.0,"









  
  
    
  specifications are good as it is on papers

  
",Always delivers,09-Jun-18
5.0,"









  
  
    
  Great read and write speeds

  
",Value for money,26-Apr-18
5.0,"









  
  
    
  Good quality product

  
",Good quality product,18-Aug-18
4.0,"









  
  
    
  mobile phone

  
",fast file transfer,25-Nov-19
5.0,"









  
  
    
  100% worth the price .Speed as mentioned . Gives on an average of 100 MB/sJust plug & go !

  
",Nice Product .,28-Mar-19
5.0,"









  
  
    
  As like inernal ROM

  
",Very good Product,23-Dec-18
5.0,"









  
  
    
  The best quality product. One ☝of the unique platform for all the products for our life. Trusted and the best.

  
",East or west shopping on Amazon is the best,09-Oct-19
5.0,"









  
  
    
  Very good speed read and write.

  
",Samsung is always good,24-Jan-20
3.0,"









  
  
    
  Aftr 1 mnth it stops working.but when it send to services center the issued me a new one with Orange colured.i purchased red one

  
",Aftr 1 mnth it stops working..,04-Dec-18
5.0,"









  
  
    
  Its samsung

  
",Brand tells it all,11-Dec-17
1.0,"









  
  
    
  Shows only 32 gbDid not check when I receivedFeeling cheated

  
",Shows only 32 gb Did not check when I received ...,29-Jun-19
5.0,"









  
  
    
  Good  samsung product

  
",Samsung's memory sd card,24-Dec-18
5.0,"









  
  
    
  Samsung evo card is perfect for all Android phones prize is also reasonable and transfer speed and performance are exelent, it's also replaceble when corrupt in time period of 10 years.

  
",Highly recommended,15-Oct-17
5.0,"









  
  
    
  Simply say good thanks for amazon

  
",Samsung 64gb memory card,27-May-19
5.0,"









  
  
    
  Good value for money

  
",Go for it,27-Dec-17
1.0,"









  
  
    
  I corrupted very often.

  
",Not up to the mark,25-Nov-18
4.0,"









  
  
    
  Nice

  
",Good,26-Jul-20
5.0,"









  
  
    
  very good working

  
",very nice,04-Dec-18
5.0,"









  
  
    
  Really good product! Reasonable price. I'm using for more than two months. Good performance till now. Great performance.

  
",Good product!,09-Mar-20
5.0,"









  
  
    
  Very good for the price good quality and reliable

  
",Five Stars,04-Dec-18
5.0,"









  
  
    
  Working good with adequate speed. Read & write both are smooth.

  
",Working satisfactorily,11-Dec-17
5.0,"









  
  
    
  Nice sd card...go for it

  
",Good,03-Dec-18
5.0,"









  
  
    
  Best memory card

  
",Good one buy itt,23-Sep-19
4.0,"









  
  
    
  Great..

  
",Value for money..,01-Mar-20
5.0,"









  
  
    
  Does its job. No complaints

  
",No complaints,06-Nov-19
2.0,"









  
  
    
  Unable to format. Tried a number of ways.

  
",Stopped working after a year.,28-Jan-19
1.0,"









  
  
    
  Got damaged and not working on other devices.

  
",not working on other devices,04-Dec-18
5.0,"









  
  
    
  Very good

  
",Good,11-Dec-17
4.0,"









  
  
    
  It's really good one I'm using very easily and smooth

  
",Four Stars,16-Oct-17
4.0,"









  
  
    
  Nice product ok good

  
",Ok good product speed  Nice 👍,21-Nov-19
5.0,"









  
  
    
  Always good.

  
",Good.,22-Aug-18
5.0,"









  
  
    
  Read Speed Is 70-80 MBps and write speed is 10-11MBps.

  
",Best SD Card With Read And Write Speed.,14-Jul-19
5.0,"









  
  
    
  GREAT

  
",GREAT,12-Feb-19
4.0,"









  
  
    
  Got 64 GB.. But getting storage capacity of only 59 GB.. but happy with it. Very fast & smooth. Using it with my new Samsung Note 8..

  
",Very fast & smooth.. 64gb. Using with samsung Note 8,15-Oct-19
5.0,"









  
  
    
  Awesome

  
",Awesome,02-Jan-20
5.0,"









  
  
    
  Good

  
",Happy,26-Sep-17
5.0,"









  
  
    
  working nicely

  
",worth,25-Aug-18
5.0,"









  
  
    
  it's good now I have 10 years warranty to Samsung.

  
",10 years warranty #Samsung.,03-Feb-19
5.0,"









  
  
    
  Great Work26/06/2020

  
",Exellent,30-Jul-20
5.0,"









  
  
    
  good product actually ...got it yesterday show 29.80 gb of memory in the phone...for my motog5 and its quite a bargain deal as u also get an adapter so I'll say go for it...original or duplicate its not an issue as amazon is trusted so...

  
",got it  now,11-Dec-17
1.0,"









  
  
    
  NOT SUPORTING MY DEVICE

  
",One Star,01-Jun-19
2.0,"









  
  
    
  I purchase many product with amazon and every time i satisfy with product but this time sd card not proper working and some virus in the sd card .

  
",Some bug in sd card,03-Jul-17
4.0,"









  
  
    
  Good product

  
",Good Product,18-Nov-17
5.0,"









  
  
    
  Got it with a nice price.

  
",Nice product,24-Jun-17
5.0,"









  
  
    
  always awesome AMAZON PRODUCTION

  
",i'm happy with ☺👌,29-Dec-18
5.0,"









  
  
    
  Works perfectly

  
",Got it at 1800 Rs,26-Jan-19
5.0,"









  
  
    
  They product is awesome and up to standard.

  
",Best memory card,06-Jan-18
5.0,"









  
  
    
  Very easy to install and free adapter and good delivery From amazon i loved it and its supporters for Redmi 4a thank you amazon.

  
",Worth for money,10-Jul-19
4.0,"









  
  
    
  Works fine, came with adapter for laptop

  
",Worth it,04-Dec-18
5.0,"









  
  
    
  Good osm value of the money

  
",Value of the money buy it,11-Dec-17
5.0,"









  
  
    
  Very good product at an affordable price just go for it.

  
",Good @ 64 GB Memory SD CARD,01-Jun-18
5.0,"









  
  
    
  Excellent product

  
",Excellent,22-Sep-18
5.0,"









  
  
    
  Good product

  
",Good product,11-Nov-19
5.0,"









  
  
    
  Nice

  
",Nice,23-Jun-19
1.0,"









  
  
    
  Ok

  
",Ok,27-Dec-18
5.0,"









  
  
    
  very good item

  
",nice,04-Mar-20
4.0,"









  
  
    
  It's a gud product..

  
",Memory card,07-Nov-19
5.0,"









  
  
    
  Very nice purchase. Buy from 'Appario Retail' to get authentic gadgets. Received without any damage and it was well packed.

  
",Good.,26-Nov-18
5.0,"









  
  
    
  Excellent

  
",As expected,04-Dec-18
5.0,"









  
  
    
  it has very good space and effective

  
",samsung sd card,11-Dec-17
5.0,"









  
  
    
  Good one

  
",Worth purchase,13-Feb-19
5.0,"









  
  
    
  Good mmc

  
",Thanks,03-Sep-18
1.0,"









  
  
    
  Don't buy from Amazon. The card gets corrupted. Stops working every now then and become inaccessible. I think one can barely expect quality products on Amazon.

  
",Worst products are sold on Amazon!!,10-Feb-19
4.0,"









  
  
    
  Samsung is better others

  
",Results is better after photos or vedios download,11-Feb-19
1.0,"









  
  
    
  Not able to access it and not able to format waste of money

  
",Became RO,14-Nov-18
4.0,"









  
  
    
  Slightly higher price but speed of transfer is good.

  
",Four Stars,06-Jul-19
5.0,"









  
  
    
  Got it on discounted rate.

  
",Great buy,23-Nov-17
5.0,"









  
  
    
  Awesome read and write speed. Better than my SanDisk 128 gb

  
",Five Stars,19-Nov-17
5.0,"









  
  
    
  It's really very very fast and no bugs are found so far after 8 months of use😊😊Very satisfied!!!

  
",Nice Product,04-Dec-18
5.0,"









  
  
    
  Bought it for ₹1549, no issue, nice product. Speed is very good.

  
",Value for money,04-Dec-18
5.0,"









  
  
    
  it worked fine

  
",Samsung vivo,11-Dec-17
5.0,"









  
  
    
  Good

  
",Best,13-Oct-19
5.0,"









  
  
    
  good

  
",good,23-Nov-18
5.0,"









  
  
    
  Samsung memory card is best

  
",Love you Amazon,25-May-20
5.0,"









  
  
    
  Best memory card ever.

  
",Very nice,08-Mar-19
5.0,"









  
  
    
  Good

  
",Good,12-Dec-18
5.0,"









  
  
    
  I recently bought it for my samsung phone, so it would be too early to say something about its durabilty, otherwise I liked it as a samsung brand.

  
",Useful product.,22-Sep-18
5.0,"









  
  
    
  This is the second purchase of samsung memory card, I m happy.

  
",Happy to have EVO,23-Aug-19
5.0,"









  
  
    
  Excellent product and I love it.

  
",Five Stars,15-Feb-19
2.0,"









  
  
    
  It will give you only 119 Gb out of 128.

  
",Less storage available compared to other,11-Dec-17
5.0,"









  
  
    
  Best for storing media even 4k videos, & apps.

  
",SAMSUNG EVO plus 32gb memory card review by Rama Krishna.,18-Sep-17
4.0,"









  
  
    
  Nice SD card,speed working,no problem with it

  
",Go for it,24-Oct-19
5.0,"









  
  
    
  An excellent choice to increase the memory of your mobile!

  
",Excellent memory enhancer!,16-Oct-19
5.0,"









  
  
    
  Works good and plenty of storage.

  
",Little expensive but ok.,16-Sep-19
5.0,"









  
  
    
  Truly amazing

  
",Truly amazing,30-Jan-20
1.0,"









  
  
    
  I had requested and only for SD Card and Not SD card reader, it's lying idle

  
",Wrong delivered,23-Jun-17
5.0,"









  
  
    
  Fantastic

  
",Excellent,04-Aug-20
5.0,"









  
  
    
  Samsung Evo PLus 64 Gb Memory sd cqrd is Really very good and genuine.And service of Amazon is very Good and well sheduled. Happy from Amazon service.

  
",Samsung Evo 64 GB Memory Card,09-Jun-20
1.0,"









  
  
    
  Mentioned 64gb, but only 27 gb in memory card. After replacing also same problem. Don't buy.

  
",Don't buy.,04-Dec-18
5.0,"









  
  
    
  Nice

  
",Nice,11-Dec-17
5.0,"









  
  
    
  very good experiense

  
",high quality product,25-Jul-20
4.0,"









  
  
    
  Nice and orignal product with true storage capacity.

  
",genuine,28-Mar-19
5.0,"









  
  
    
  The transfer speed is good and card works flawlessly

  
",Works well,08-Nov-18
5.0,"









  
  
    
  works well

  
",ok,05-Aug-20
5.0,"









  
  
    
  Good quality

  
",HighlyRecommended,21-Jul-20
5.0,"









  
  
    
  Very good 100% genuine samsung memory card i got 59.8 gb space and also delivery very fast thanks amazon

  
",very good product,26-Jan-19
5.0,"









  
  
    
  Good product & meets every one  my expectations

  
",👌👍,01-Mar-20
5.0,"









  
  
    
  Not bad..working fine in my Samsung tab A.. no problems till now..trust worthy.

  
",Good product,29-Oct-17
3.0,"









  
  
    
  High priced ...shipping good , original product

  
","shipping good, original product",04-Dec-18
4.0,"









  
  
    
  Nice

  
",Nice,11-Dec-17
5.0,"









  
  
    
  As usual. Excellent!!!

  
",Excellent!,14-Feb-18
4.0,"









  
  
    
  Good

  
",Good,09-Nov-19
5.0,"









  
  
    
  Super cardWas used for J5 mobile and work seamlessly

  
",Super card Was used for J5 mobile and work seamlessly,14-Mar-19
5.0,"









  
  
    
  Speed and price are perfect...go for it....

  
",Good memory card...,19-Aug-19
5.0,"









  
  
    
  👍

  
",👍,23-Oct-17
4.0,"









  
  
    
  worth for money 😍

  
",good seller,09-May-18
4.0,"









  
  
    
  Product is good

  
",Good product,12-Feb-20
5.0,"









  
  
    
  Good

  
",Good,15-Nov-18
5.0,"









  
  
    
  In this price rang this is the best memory card. Worth buying

  
",Five Stars,04-Dec-18
5.0,"









  
  
    
  32 GB...Yes ..value for money..but durability will not come to know now..

  
",Let us see..how Samsung memory card works in samsung mobile,11-Dec-17
5.0,"









  
  
    
  We get 119 GB out 128 GB , 10 year warranty,  adaptor get only 1 year warranty, value for money product ,

  
",Worth buying it,23-Sep-17
3.0,"









  
  
    
  Nice

  
",Nice,20-Feb-20
5.0,"









  
  
    
  better than other brand

  
",better than other brand,19-Dec-18
5.0,"









  
  
    
  Good Product....

  
",Good,14-Jan-19
1.0,"









  
  
    
  This product not working not sporting  mobile

  
",Bad luck,03-Sep-18
1.0,"









  
  
    
  Stopped working in the 1st month

  
",Worst,31-Oct-18
5.0,"









  
  
    
  Good

  
",Ok,09-Dec-19
5.0,"









  
  
    
  Actually I got the effective parcel so I just replace it .... otherwise it's really good to order online indeed to buy it in the market .

  
",Good product from AMAZON 😎,06-Dec-18
5.0,"









  
  
    
  Easy to use

  
",Good one,04-Dec-18
5.0,"









  
  
    
  Great product

  
",Gr8,11-Dec-17
5.0,"









  
  
    
  Nice memory card and it work good performance.

  
",Nice,12-Dec-18
4.0,"









  
  
    
  As expected

  
",Good,16-Jul-19
5.0,"









  
  
    
  Good product... excellent service

  
",Good product... excellent service,05-Mar-20
5.0,"









  
  
    
  Good

  
",Good,14-Dec-18
5.0,"









  
  
    
  It is working fine even after a year.

  
",Good product,10-Jun-18
5.0,"









  
  
    
  Original product

  
",Good,24-Mar-19
5.0,"









  
  
    
  Good product

  
",Always Best from Samsung and Amazon,23-Mar-20
5.0,"









  
  
    
  Overall it's a good product but the only problem is cost. It is to costly for a memory card.

  
",Excellent Product!,01-Nov-18
5.0,"









  
  
    
  Its class 10 memory card . And its copying speed is very good. And also no duplicacy frm seller . I get genuine product.

  
",Its worth to buy it .,04-Dec-18
5.0,"









  
  
    
  Fine product .

  
",Good,11-Dec-17
1.0,"









  
  
    
  1. Card was corrupt.2. Ineligible for replacement.A brilliant combo to loot hard earned money.

  
",I consider this robbing.,16-Oct-18
5.0,"









  
  
    
  speed data transfer

  
",superb,14-Dec-18
5.0,"









  
  
    
  Perfect Memory Card Nice Speed Run Memory Card

  
",Perfect So Good Memory Card,03-Aug-18
5.0,"









  
  
    
  Good Product fast shipping

  
",Original Product Recived,12-Feb-20
5.0,"









  
  
    
  Sir the memory card does not support my lenovo k8 note

  
",Q,05-Apr-19
5.0,"









  
  
    
  Good product

  
",Good quality,08-Dec-18
5.0,"









  
  
    
  Good product

  
",Value for money,31-Dec-19
5.0,"









  
  
    
  It's easy in installl...

  
",Loving it,27-Jan-20
4.0,"









  
  
    
  This product doesn't fit into Samsung M20 phones..so it was not useful for me..

  
",Not useful for me,04-Dec-18
5.0,"









  
  
    
  Good quality product.Read/Write is speed is also pretty impressive.

  
",Five Stars,11-Dec-17
4.0,"









  
  
    
  goooooood

  
",gooooood,31-Jan-20
5.0,"









  
  
    
  I like this item.

  
",Very good product.,09-Oct-17
4.0,"









  
  
    
  Speed is not as good as mentioned on the pack but it's good. Bought it for 749 Rs.

  
",Worth Buying,02-Sep-19
5.0,"









  
  
    
  Performance as expected though price is more compared to others

  
",Good product,22-Nov-18
4.0,"









  
  
    
  Ok good product thanks for Amazon

  
",Excellent,06-Mar-20
4.0,"









  
  
    
  Satisfactory performance. Working well with MI redmi4

  
",Four Stars,08-Nov-17
3.0,"









  
  
    
  Good but a bit costly

  
",It's a decent product.,20-Nov-18
5.0,"









  
  
    
  Like

  
",Good,04-Dec-18
4.0,"









  
  
    
  Good.. happy with original product.thanks amazon for best sarvice

  
",Original product,26-Dec-17
5.0,"









  
  
    
  I have taken this 32gb sd card before six months.It's working properly in my phone.I think it's a better choice out of all sd cards available in market.

  
",U may buy,11-Dec-17
5.0,"









  
  
    
  It's just a regular sd card, no problems, no complaints, nothing outstanding

  
","No problem, but nothing outstanding",27-Mar-19
5.0,"









  
  
    
  Got this UHS-Class1 at 600! Bang for buck!! Works well as internal storage for my phone. Thanks Amazon!Update after using for six months: card has stopped working. It is not detected in computer or in mobile.

  
",Five Stars,05-Jan-18
2.0,"









  
  
    
  Got corrupted now.

  
",Corrupted,02-Jun-19
5.0,"









  
  
    
  Superb

  
",Great,28-Oct-17
5.0,"









  
  
    
  Good memory Card

  
",MEMORY CARD WORKS GREAT AT 499,24-May-20
5.0,"









  
  
    
  Awesome read and write speed. You can go for it without thinking twice

  
",Five Stars,17-Aug-19
5.0,"









  
  
    
  Value for money good product

  
",Value for money good product,22-Nov-18
4.0,"









  
  
    
  Good

  
",Good,30-Jun-17
4.0,"









  
  
    
  This memory card is working without any problem.

  
",Samsung quality product,04-Dec-18
5.0,"









  
  
    
  Nice

  
",Nice,11-Dec-17
5.0,"









  
  
    
  excellent and superb write speed, quite fast.

  
",Five Stars,26-Apr-18
5.0,"









  
  
    
  Overall good

  
",Over all good,04-Feb-19
5.0,"









  
  
    
  Used it for Samsung phone. Works

  
",Suits for Samsung phones,16-Feb-18
1.0,"









  
  
    
  Bad experience

  
",Bad experience,23-Nov-19
5.0,"









  
  
    
  Nice product from Samsung

  
",Good,23-Jun-19
5.0,"









  
  
    
  Good Performance

  
",Good Product,29-Oct-19
5.0,"









  
  
    
  Good

  
",Good,31-Dec-19
5.0,"









  
  
    
  The product is very fine as compared to durability, value for money and easy to install.

  
",My opinion,15-Dec-18
1.0,"









  
  
    
  It doesnot fit in to Samsung Galaxy devices

  
",Not matching,04-Dec-18
4.0,"









  
  
    
  Nice product, if you a need SD card I prefer you this card. Thanks you Samsung & Amazon.

  
",Best Card for All,11-Dec-17
5.0,"









  
  
    
  Good product

  
",Nice,11-Aug-19
5.0,"









  
  
    
  Super awsmm... works fast nd flawlessly.

  
",Awsmm product,05-Aug-19
5.0,"









  
  
    
  Genuine product

  
",Good product,10-Nov-18
4.0,"









  
  
    
  Value for money and good speed

  
",Value for money,02-Sep-19
5.0,"









  
  
    
  Very good handles excellent ....

  
",Five Stars,01-Dec-18
4.0,"









  
  
    
  Good

  
",Good,10-Jun-20
5.0,"









  
  
    
  Ordered it and got it the next day. Its very fast I have tested it. Its writing speed was 26MBps. Where as just a class 10 card was giving a writing speed of 4MBPS.

  
",Grade 3 class 10 Best choice.,06-Jun-18
4.0,"









  
  
    
  Ok

  
",Working great,29-Oct-19
5.0,"









  
  
    
  Good

  
",Good,04-Dec-18
4.0,"









  
  
    
  Good

  
",G,11-Dec-17
5.0,"









  
  
    
  Excellent Sd card very fast it's worth for money

  
",Excellent,05-Oct-19
5.0,"









  
  
    
  Good for samsung

  
",Good water proof and dust proof good,06-Aug-19
5.0,"









  
  
    
  Am happy

  
",Suraj pal,05-Nov-19
5.0,"









  
  
    
  Great value for money.

  
",I m fully satisfied.,28-Dec-18
5.0,"









  
  
    
  Samsung 32GB card is perfect. Really Good product to purchase to add additional memory in today's smart phones. Better to purchase it in during its best offers. U won't get it in less price in market.

  
",Best memory card.,16-Feb-20
5.0,"









  
  
    
  Wonderful

  
",Great product.,02-Nov-19
5.0,"









  
  
    
  As usual, this  Memory card is working well. :)Good Product from Samsung and good service from Amazon.Thank you.

  
",Good Product,30-Dec-17
1.0,"









  
  
    
  Never ordered the product

  
",Never ordered..,07-Dec-19
5.0,"









  
  
    
  Great

  
",Awesome,04-Dec-18
5.0,"









  
  
    
  Awesome work Amazon

  
",5 star product,11-Dec-17
5.0,"









  
  
    
  At least useful in my Android phone

  
",See before buying that it is compatible to your phone or not,08-Apr-19
5.0,"









  
  
    
  Even working till now after 2 years and disn't gave me any sort of problem.

  
",Worth for money,02-Aug-19
5.0,"









  
  
    
  Good product

  
",Good,21-Aug-18
5.0,"









  
  
    
  Excellent

  
",Value for money,06-Jun-19
4.0,"









  
  
    
  Very good product I really trust on Samsung brand

  
",Value for money,22-Oct-19
4.0,"









  
  
    
  good

  
",good,20-Dec-18
5.0,"









  
  
    
  Nice

  
",Thanks,05-Feb-20
5.0,"









  
  
    
  Works Perfectly , go for it.I have asus zenfone 2 ZE551ml it works like charm.

  
",Absolutely Perfect,02-Mar-19
4.0,"









  
  
    
  Good quality

  
",Good quality,04-Dec-18
5.0,"









  
  
    
  Awesome product, writing speed 25mbps on my lenovo k4 note

  
",Better than discription,11-Dec-17
5.0,"









  
  
    
  Good 63.99% storage capacity in memory

  
",Nice,25-Nov-18
1.0,"









  
  
    
  Delivery hu wa nahi.pin 560063 is area ka delivery teek nahi

  
",One Star,01-Apr-18
5.0,"









  
  
    
  Good product

  
",Awesome,21-Jan-20
5.0,"









  
  
    
  Write speed is slow and 32 GB free memory is good

  
",Good but,13-Oct-17
5.0,"









  
  
    
  The memory card has amazing storage capacity and it is value for money.

  
",Must Read,23-Nov-18
1.0,"









  
  
    
  waste of money. very slow.

  
",waste of money,19-Feb-18
5.0,"









  
  
    
  Good product. Same as in the description.

  
",Product as described,13-Oct-19
4.0,"









  
  
    
  Good product. Might be little bit cheaper

  
",Useful,12-Jan-19
4.0,"









  
  
    
  Good experience fast data transfer

  
",Awesome,04-Dec-18
5.0,"









  
  
    
  Well, i have to say, i have ordered this product 2nd time and quite satisfied, and definitely recommend it to others.

  
",Most recommended for everyone,04-Dec-18
5.0,"









  
  
    
  As of date no problem.

  
",Great product,11-Dec-17
4.0,"









  
  
    
  You only get 59.5 gb out of 64 gb. The transferring speed is decent .

  
",Nice product value for money.,06-Oct-18
4.0,"









  
  
    
  Good product

  
",Good product,02-Jul-19
5.0,"









  
  
    
  Good product

  
",Happy,28-May-19
5.0,"









  
  
    
  Working properly,

  
",Good,18-Nov-18
5.0,"









  
  
    
  Great product. I use it in my phone . Good one !!!

  
",Great value for money,01-Aug-19
5.0,"









  
  
    
  Good and very nice

  
",Good and very nice product,27-Sep-17
1.0,"









  
  
    
  The product was missing and I have made a complaint against it. Thanks that I have received a new replacement order for the missed one

  
",Expecting a good product atleast this time,22-Jul-19
3.0,"









  
  
    
  As expected

  
",As expected,11-Jan-19
5.0,"









  
  
    
  Works well and file transfer speed is also good

  
",Works well and it's fast,11-Dec-17
5.0,"









  
  
    
  Working fine and it has great speed to transfer data it the best SD card under 800

  
",Nise product,29-Oct-18
5.0,"









  
  
    
  Storafe

  
",Stofiageee,01-Feb-18
1.0,"









  
  
    
  Slowly reading and writing

  
",3rd Quarterly memory card,06-Nov-19
1.0,"









  
  
    
  After few months it's not working. Now it is totally damaged.

  
",After few months it's not working,16-Mar-19
5.0,"









  
  
    
  Good

  
",Good,04-Mar-20
1.0,"









  
  
    
  Stopped working in 2 months.

  
",Dont buy,24-Oct-17
1.0,"









  
  
    
  Item was not real & not 32GB and not have any 10 mb/s speedI request you don't buy this product in amazon...

  
","Very bad,  not reall",19-Jul-19
5.0,"









  
  
    
  Nice

  
",Best,17-Sep-18
5.0,"









  
  
    
  Nice products

  
",Product is up to the mark and fine.,04-Dec-18
3.0,"









  
  
    
  Well it's a good item

  
",Well it's a good item,11-Dec-17
4.0,"









  
  
    
  Best

  
",Value for money,01-Jul-19
5.0,"









  
  
    
  good

  
",good,05-Mar-19
5.0,"









  
  
    
  Copying speed is very very very fast

  
",Value for money,04-Jun-19
5.0,"









  
  
    
  Trusted brand and performance is good as well.

  
",Good product,18-Mar-19
5.0,"









  
  
    
  Received good condition

  
",Good product,18-Aug-19
4.0,"









  
  
    
  Fast sharing.

  
",Fast.,22-Jun-18
5.0,"









  
  
    
  Durable product, value for money

  
",Nice product,23-Mar-19
5.0,"









  
  
    
  Best deal with latest feature (Grade 3,Class10 64GB MicroSDXC Memory Card) with SD Adapter

  
",Best Deal,29-Oct-18
5.0,"









  
  
    
  Good product

  
",Good product,04-Dec-18
