stars,comment,title,review_date
5.0,"









  
  
    
  This is a great product, works so in transferring files, the files copying speed is so great, great product suggest every to buy this sd card, rather than Kingston SD card, writing reviews after 8 months still it is working great, thanks to Amazon for this good product.

  
",Awesome product must buy.. 👌👌😁😁😎😊,15-Oct-18
5.0,"









  
  
    
  I have ordered several Samsung 32 gb memory cards from Amazon as these are just perfect for any mobile phoneAll the phones in my family bears this memory card in their phones.If you are looking forward to buy a memory card...you should definitely give this a try and I bet you won't regret your decision.

  
","""Its one of a kind""",11-Jul-20
5.0,"









  
  
    
  Expanded my DSLR memory to maximum which i can afford currently.The supplied SD adaptor works fine with camera.

  
",The supplied SD adaptor works fine with camera,05-Aug-19
4.0,"









  
  
    
  Packaging was good and 31.74 gb is available for storage. But clour of memory card is life sone one painted it with hand. Right now it is working fine

  
",Good,02-Jul-19
3.0,"









  
  
    
  Not great transfer speedOnly 29gb available for use but best is thatI bought it for 350 only

  
",It's just ok ok,03-Jun-18
5.0,"









  
  
    
  No need to buy a new phone to increase memory capacity... just buy this card... gives loads of free memory and makes your phone function smoothly

  
",So much more memory!!,26-Feb-19
4.0,"









  
  
    
  Does its job well. Shows correct capacity. Recording on the GoPro 7 black seems fast enough.

  
",Does its job well.,07-Mar-20
4.0,"









  
  
    
  Good microsd card. I have purchased this before from Flipkart. This time purchased from Amazon due to faster delivery. Unfortunately, price reduced by Rs.50 the next day. Anyway, it's genuine and working well.

  
",Genuine Microsd card,11-Jul-20
5.0,"









  
  
    
  Good product from samsung and dont forget to check original halogram, because same fake products available in market

  
",Best sd card,04-Dec-18
2.0,"









  
  
    
  Not good quality duplicates received through out long back don't buy this frnd making fool.puchase from shop.

  
",Sd card,11-Dec-17
1.0,"









  
  
    
  I got wrong product instead of Samsung I got some dublicate product I kept a replacement also if it repeats again I will complaint to higher authorities 😠😠😠😠😡

  
",Wrong product received,10-Nov-19
1.0,"









  
  
    
  Very bad, because always ( Write or Read data ) display the Card is protected. I was wasted my money.

  
",Don't buy.,26-Sep-19
4.0,"









  
  
    
  Its really good sd card but i feel it is a bit slow in transfer of videos but it transfer photos very fast. i am satisfied with it

  
",Value for money,02-Oct-19
5.0,"









  
  
    
  Class 10 basically means it downloads fast and opens files faster than something with Class 4Awesome write speeds upto 29 MB/S and there is a warranty of 10 years.

  
",Buy Class 10 SD Cards,05-Jul-18
5.0,"









  
  
    
  Very fast compared to the poor card which canon gave  with the camera. The camera just wouldn't stop in burst mode

  
",Very fast,29-Oct-19
2.0,"









  
  
    
  This thing is too slow and laggy!! My previous sandisc as card was really fast and excellent! Even the phone recognizes the SD card as slow !I think they are cheating u by selling class 4 instead of class 10! Wrong labelling

  
",Too slow! I think it's class 4,15-Mar-19
5.0,"









  
  
    
  Data transfer is indeed faster than the average Sandisk card. How long it lasts remains to be seen, since I'm gonna use this for games transfer.

  
",Fast with Great Space,05-Jul-18
5.0,"









  
  
    
  Nice product from the SAMSUNG industries. Happily using it for 2+ years and no issues. Reading and writing speeds are also good. In my opinion, SAMSUNG is far better than SANDISK.

  
",Great Piece From SAMSUNG,12-Jul-19
5.0,"









  
  
    
  Nice product..... High speed performance..... Built quality is awesome...... No problem arises at all.....

  
",Super quality product,04-Dec-18
3.0,"









  
  
    
  I orderd it for Moto X play, while mapping it as internal storage Moto X play said it was slow. rest looks good nice package and before time delivery.

  
",Not recommended for extending internal storage,11-Dec-17
5.0,"









  
  
    
  This sd card still performs good and it's build and material quality is also good with samsung branding. One problem i faced during content move is doesn't accept those content whose title length exceeds 50 characters.

  
",Good Performance,07-Jun-20
5.0,"









  
  
    
  Minor issue about the product is write speed.But satisfiable...Storage capacity as usual always.Amazon delivery is good but packing is not bad.Go for it.

  
",Delivery and Speed,21-Aug-17
1.0,"









  
  
    
  Its so bad. Already it is mentioned that it is compatible for all samsung phones in questions. My phone is samsung galaxy J7 and this card is not at able to fit in this. Even there is no option to return this product. Very disappointed.

  
",Worst experience ever,26-Jan-19
5.0,"









  
  
    
  Excellent Product. Functionality as described. Highly Recommended Product. Timely delivery. Working as expected. Value for Money.

  
",Good Product,17-May-19
1.0,"









  
  
    
  Very BAD product totally cheating 😠 when I inserts to any device.it got heats immediately. First I guess that problem in my mobile device but I tried to another phon it also get heat so this memory card is total fraud and cheating to me. Don't buy. Samsung memory card from Amazon.

  
",Fraud memory card cheating 😠😡,09-Jun-20
5.0,"









  
  
    
  Samsung never disappointed me with their products. Worthful product.Original ProductGood Transfer speed and also comes with SD Card Adapter

  
",One of the Best 64GB Micro SD Card,04-Dec-18
5.0,"









  
  
    
  I got in rs 499 in Indian festival session.Speed for transfering data is awesome,if anyone is looking for memory card then I recommend to buy this product.

  
",Value for money,25-Apr-19
4.0,"









  
  
    
  Good Product from Samsung gives 119 GB Storage for mentioned 128 GB.

  
",Good Product from Samsung,31-Dec-19
5.0,"









  
  
    
  I got it for my mobile, as soon it was put on it was simple installation process and old data transfer also was faster

  
",Good product,13-Oct-18
5.0,"









  
  
    
  able to get 65mbps write speed and super fast writing to my DSLR handles th 6.5fps raw burst shoot mode with ease. Much recommended will get one more for the secondary slot for my D750

  
",More than what it says,11-Dec-17
5.0,"









  
  
    
  I have had SanDisk 64 gb MicroSD earlier which gave up in an year.So,I turned to Samsung and ordered 2 of this great product.It has been 3rd year for 1 of the MicroSD.But it consistently does its job.Loving it.If you need MicroSD,Go for Samsung

  
",Perfect for long term use,13-Oct-19
5.0,"









  
  
    
  BEST memory card i've ever used. I've tried the sandisk,Kingston and other companies but this is one is the best. Because it is grade 1 the speed is much faster than other lower end memory card.

  
",BEST MEMORY CARD IN THE MARKET,25-Jan-19
5.0,"









  
  
    
  read and write speed are just amazing....  love this product..i got complete storage for use.. (64 GB)i got no problems for installation this in my mobile (MI A3)i purchase this product in offer in 700 RS. So and i can say that i got exactly what i want..

  
",lightning fast speed...,13-Feb-19
3.0,"









  
  
    
  The company claims to give 127 gb saying 1gb could be used for system use  but only 119 gb is the actual space available. For some people, it may not matter but for people like me it matters a lot. I will edit my review after 3 months again to give overall experience after enough use.

  
",Less storage then what samsung claims,25-Jul-20
1.0,"









  
  
    
  I had purchased this SD card in August 2017. The card however has become corrupt in less than a year and has rendered useless. I have a Sandisk SD card which is 6 years old and still running strong.

  
",Unreliable,09-Oct-19
4.0,"









  
  
    
  I started using this in my dashcam and it works as expected. Nothing extra ordinary, but VFM.

  
",VFM for using with dashcams,09-Oct-19
5.0,"









  
  
    
  Samsung is the best thing in my life ...I prefer every Samsung devices like mobiles,TVs all I have ...this memory card is awesome and its storage capacity...sending speed just wow

  
",Samsung is best,03-Aug-18
4.0,"









  
  
    
  Write speeds of about 60 MB/s and read speads of about 72 MB/s consistently . Tested on a Mac book pro, on the built in card reader, with 5 GB payload tests.

  
",Write speeds of about 60 MB/s and read speads of ...,04-Dec-18
5.0,"









  
  
    
  Speed of card is as expected. Faster compared to others in this range.I have been using it for 2 months now.

  
",Nice speed and durable card.,10-Feb-20
3.0,"









  
  
    
  I can't really tell it is original or not but the next day after I bought it, it was having some troubles, phone was saying sd card corrupted. But next day it started working fine.

  
",Don't risk buying it.,11-Dec-17
4.0,"









  
  
    
  Use this memory card to store your memories. They'll be stored for future use.No issues and no compatibility problems(unless you using one of them no name chinese phones, in which case I blame your phone)

  
","Good product, great pricing.",04-Mar-18
3.0,"









  
  
    
  I dont think its original. Bought 64 gb and the max write speed is 15mbps and read speed is 20 mbps. Tried different adapter and phone to memory card copying, but the results are all the same.

  
",Not original,24-Nov-17
4.0,"









  
  
    
  3 Things:-1. It is faster than my Class 10 Grade 1 samsung card.2. For the price of around Rs.750 .. its about the same price as my 32GB Grade 1 Class 10 Samsung.3. What else, its a micro sd card. It does what a micro sd card is supposed to do.

  
","For the price of around Rs.750 for a 64 GB card, i would buy it again.",10-Nov-18
5.0,"









  
  
    
  I love Samsung's evo series. Speed is very good...Hope the price of 256GB will decrease soon... waiting for upgrade from 128 to 256...

  
",Love it...,07-Jun-19
5.0,"









  
  
    
  Awesome Memory card as I'm using it for the past 10months and it's performingsmoothly & brilliantly without any lag or hang, let's hope to see this same performance for a long time.

  
",Buttery performance of Samsung memory card,25-Jul-19
3.0,"









  
  
    
  Actual read speed only 50 mb/s and write speed only 10 mb/s. please show original value Amazon ..

  
",Three Stars,17-May-19
4.0,"









  
  
    
  good card but once the whole data of this card got corrupted and i couldn't even format it from mobile so i used my pc and formatted it, since then it's working good but i doubt it so i store it's backup on my pc....

  
",ok but sometimes becomes slow and got corrupted automatically,04-Dec-18
2.0,"









  
  
    
  The packing inside was opened even though outer cover was intact.

  
",Poor packing,18-Aug-19
5.0,"









  
  
    
  No need to say anything about quality when you buy a Samsung memory card. It work perfectly and I think its working perfectly in all dimensions which specified.

  
",Mobile heart,29-Aug-17
5.0,"









  
  
    
  It is difficult to get your hands on a grade 3 card in electronic shops. And that too at 2.9k, this is well worth the money. This is a genuine product and I bought mine for the Nintendo switch console to increase digital game download capacity.

  
",A rare find,11-Dec-17
4.0,"









  
  
    
  Out of 64 , only 59gb is available  i don't know where is 5gb wasted, but performance is good enough

  
",Its good enough,13-Feb-19
1.0,"









  
  
    
  Was working good for 6 months. After that it didn't read at all. I couldn't retrieve my data and it is lost once and for all. I thought it was my mistake, but heard that Samsung memory cards have chip issues. So think before you spend for it.

  
",Utter waste,27-May-18
5.0,"









  
  
    
  Its a nice product.. Samsung as always is trustable brand. When i inserted card it was not showing then after waiting for sometime we get an option to format it. After format it is useable.. Speed is superb. Storage is 64gb..value for money.

  
",Awesome product,12-Oct-19
1.0,"









  
  
    
  Never buy this, it doesn't work।And very bad service Amazon. Amazon provide 10 year warranty but only promotion quotes. So don't buy

  
","Money waste product,",31-Jan-19
4.0,"









  
  
    
  Product matched with web credentials.....Nice & Original product

  
",4.5,24-Oct-19
5.0,"









  
  
    
  Budget smartphones come with limited built-in memory these days. Expanded the memory by configuring the micro SD card as Internal Memory in Moto G5S. This being a Class 10 card, it works awesome.

  
",Ideal for configuring as Internal Memory,02-Jun-20
4.0,"









  
  
    
  NIce product. Its been 6 months and it is working amazingly without any problem. I have tested this card on various smartphones and found no problems. The read/write speeds are also good.

  
",NIce product. Its been 6 months and it is ...,12-Jun-20
5.0,"









  
  
    
  hello freinds i would like to tell my review for this elctrical product. this product can solve the problem of low storage and hanging problem and its really work for high storage capacity and also helfull in transferd file fast.  i like this product because its value for money

  
",Samsung evoplus grade1 memory card,29-Jul-18
5.0,"









  
  
    
  using it in car dashcam..records 1080p videos continuously,go for samsung card than sandisk or kingsten they are very reliable.

  
",reliable and fast,04-Dec-18
5.0,"









  
  
    
  Does what it was desginged to do, speed of data read and write vary as per limitation of hardware.Store all your treasures at peace.

  
",Store away in the wind.,11-Dec-17
4.0,"









  
  
    
  Not detected by my laptop sometimesWrite Speed - 8-10 mbps on an averageRead Speed - 30 mbps roughly

  
",Decent,08-Oct-19
4.0,"









  
  
    
  Had to format it three times before using it, as it was not showing up in the extended memory storage. Hence giving two stars for ease of install.

  
",Not bad but troublesome install,08-Apr-19
3.0,"









  
  
    
  The product is good at its price and is working fine so far in mu Samsung 8 Mobile phone. I have no means of assessing its technical parameters such as speed etc. Life would be known later

  
",QUALITY versus PRICE,06-Oct-19
5.0,"









  
  
    
  Generally you don't get the space/memory for which you pay for but with this product you get the exact mentioned space, so far doesn't had any issue with the product hoping to get the same in upcoming days :)

  
",Value for money,04-Nov-19
5.0,"









  
  
    
  The total storage is very satisfactory. I don't face any problem with this product. Best in the range

  
",Best in the range,25-Mar-19
5.0,"









  
  
    
  My laptop  show 119 gb my Poco phone show 128.02 gb. original memoryThanks to Amazon and Apario sellers..

  
",Original Memory....,18-Dec-18
1.0,"









  
  
    
  Broken product delivered upon delivery. Can't really believe a broken SD card was packed neatly by the manufacturer and shipped. Not sure if the seller or the manufacturer is at fault.

  
",Broken even before using it!,22-Mar-20
4.0,"









  
  
    
  received original productwell made.fast enough if not the fastest with a noticeable difference in phone response time while opening apps and moving copying filesdelivery was good but not up to mark

  
",a must have product for latest smartphones,11-Feb-20
5.0,"









  
  
    
  No issues at all. I have in fact purchased two for my two devices. Value for money.

  
",Bang for the buck,04-Dec-18
5.0,"









  
  
    
  Samsung 128gb memory card for 1400 rupees is good value for money.You are getting a u3 card by Samsung whereas SanDisk is only giving a u1 card.You get 119 gb out of 128gb for use which is good.Love you Samsung.

  
",You can't go wrong with Samsung,11-Dec-17
5.0,"









  
  
    
  using since 3 months and still working fine. file transfer is faster and flawless. value for money 5/5.

  
",superb and quality product by samsung,27-Dec-19
5.0,"









  
  
    
  Very genuine product, Amazon has really  assist when they replaced another card when previous product was not supporting.

  
",Nice,19-Mar-20
5.0,"









  
  
    
  This memory card is 128 gb but show only 119gb. And i had confirmed to samsung memory card service centre in Indore that's sign of an original memory card which is less than an actual size. If you by samsung memory card please check in the back of card ""made in Phillipines""

  
",Identity of a original card,31-Aug-19
5.0,"









  
  
    
  have got 3 of these that I am using in different devices and one is a Hiend Camera that I use for video purposes and this card handles it great. Great price too.

  
",Good Memory card,04-Jul-19
4.0,"









  
  
    
  The sd card is great no fault and  problems after 3-4 months use on my samsung A7 speed is also  good...  only cons. For me is.  My adapter  seems faulty  sometimes you have to eject and re-insert it again

  
",Great product.. good value for money,01-Dec-19
5.0,"









  
  
    
  This is best memory card untill now. Because if we will buy more memory card then we will get only 28gb almost but we will get 29.9gb in this memory card. And this is water proof. And i have buy of this memory card before two year and now good running. i have not got any issue. Best sd card until the now and best speed

  
",Best Memory card of samsung,23-Sep-18
4.0,"









  
  
    
  The memory card is going upto 30MBps copy speed and can capture 4K video at 30fpsBut It made in Philippines if something wrong happens I don't think we can claim warrenty

  
",Good but don't expect many thing,23-Jan-19
5.0,"









  
  
    
  This is a good memory card 32 GB has storage..I'm using this memory card it is working good, I have stored the data in memory card 23 GB this memory working smoothlyI really recommend this cardsThanks

  
",Good card Samsung brand,17-Dec-18
5.0,"









  
  
    
  I have both Samsung and sandisk 32 gb class 10 memory card and i need another one.So purchased this because at that time price was 50Rs less then sandisk. Both are awesome.

  
",It's good as it is,04-Dec-18
5.0,"









  
  
    
  For the kind of heavy data we store these days, Samsungs evo micro sd card 128gb is a boon, amazing high speed data transfer, nothing to worry about.

  
",Much needed storage accessory,11-Dec-17
4.0,"









  
  
    
  Working perfectly fine foe me no complaints for the performance

  
",Good product,31-Mar-18
4.0,"









  
  
    
  looks to be genuine item. shall use and change the feedback if required. so far, no complaint. 1 star less because I Have not yet used it.

  
",product as expected,16-Jan-18
1.0,"









  
  
    
  Wrong, older version and defective Memory Card received.

  
",Very bad. Poor Quality Older Version Memory Card Received,08-May-20
5.0,"









  
  
    
  A really good card at discount. Comes with SD adaptor. If you're not getting SanDisk, get this on flash sale.

  
",A superb competitor to SanDisk,11-Nov-18
5.0,"









  
  
    
  i was looking for a micro sd card and this is the besk product what i find VFM . no issue or lag . thumbs up.;

  
",the transfer rate is that matters,20-Jul-20
1.0,"









  
  
    
  Worst purchase...The product i received was a Fake showing only 36Mb..Successfully Returned

  
",Worst purchase...The product i received was a Fake showing only 36Mb,03-Jul-18
5.0,"









  
  
    
  The memory card is absolutely worth money spent. I would recommend it.

  
",Wonderful product,28-May-19
5.0,"









  
  
    
  It just work super awesome ! If you don't play alot with it it'll serve you the best!

  
",Better then any,04-Dec-18
1.0,"









  
  
    
  Duplicate product this item not a company brand is local quality

  
",It's not a good product,17-Oct-19
1.0,"









  
  
    
  I am unable to open any files which were copied into it from my laptop...File transfer speed is very slow... About 130-165 kbps only.... It seems like a bad quality product.Kindly either replace it with geniune one or refund my money at earilest...

  
",It's seems like a fake product,11-Dec-17
5.0,"









  
  
    
  Samsung MicroSD cards have always been faithful in delivering what promised. No issue encountered till date.

  
",Trusted and tested product,03-Jun-20
5.0,"









  
  
    
  If confused about branded and non branded product , always choose brand and you will never regret about your decision. Best product. Just go for it blindly.

  
",Always go for brand,29-Sep-19
4.0,"









  
  
    
  The Samsung Evo plus MicroSD cardIt is great the speed of reading and writing is better than other MicroSD card.The MicroSD card was not damaged and the package was also goodThe delivery was on time.

  
",Amazing MicroSD card,04-Jul-19
5.0,"









  
  
    
  Sandisk Ultra with U1 class at similar price cannot beat Samsung Evo Plus with U3 class at speed. Samsung crushes Sandisk, hands down. I own both.

  
",Samsung Evo plus vs Sandisk Ultra,14-Apr-19
1.0,"









  
  
    
  I have not receivedtge item. Out of 4 items to be delivered only 3 we're delivered and the one is missing from the packet.

  
",Item missing nit delivered,31-Jan-18
5.0,"









  
  
    
  I use this for my dashboard camera for my car. Has given me good results

  
",Works as described,10-Jan-19
1.0,"









  
  
    
  Received only packing without micro sd card

  
",Bad experience,29-Sep-19
5.0,"









  
  
    
  Best memory card i have ever bought, reading and writing speed are amazingly fast when compared to other memory cards. If you want great memory card for good price then go for it.

  
",Worth for money,07-Mar-20
3.0,"









  
  
    
  I purchased 128gb card ...user GB available only 119gb out of 128gb ... Remaining 9gb ??? ... Samsung taken backOk with memory card ...😭😭

  
",119gb out of 128gb only available,04-Dec-18
5.0,"









  
  
    
  The product is good. Good for samsung smartphones as they are better compatible with it. Photos & videos are directly stored into card after recording.

  
",Good product ...works well with Samsung smartphones!!,11-Dec-17
5.0,"









  
  
    
  Fast, and hopefully reliable (haven't had any issues till now, but I haven't had it for that long)Plus, came with a 10 year warranty. Perfect.

  
",The best high capacity card out there at the moment.,07-Jul-20
5.0,"









  
  
    
  Samsung EVO Plus Grade 3, Class 10 256GB best sd card, fast data transfer speed

  
",Samsung EVO plus 256GB best card,10-Dec-19
5.0,"









  
  
    
  It is good and working fine and it is an original product from Samsung. After you bought it you don't have to be regret because its performance is quite good and it has a long warranty afterall.

  
",Good quality,13-Jan-19
4.0,"









  
  
    
  It is written on the box that it is 32GB but it is actually 29.80GB

  
",It is only 29GB,07-Jul-20
5.0,"









  
  
    
  Great product with abundant storage capacity.Definitely easy to install. Phone detects it easily after installing.

  
",Great SD card,09-Jul-18
5.0,"









  
  
    
  Believe me you can instantly see the difference in transfer rates ... As i used to have only a class 4 card ... Now this transfer @ mins speeds of 60MBps hands down ... I only regret that i didnt get that 128GB variant ... Go for it ... Value for money

  
",Best,17-Jul-20
5.0,"









  
  
    
  works great with smartphonetransfer rate is very goodno glitches

  
",worth every penny,14-Aug-19
5.0,"









  
  
    
  amazing speed and reliable performance since last 4 years..awesome product. go for it.

  
",think SD card think SAMSUNG EVO,25-Jan-20
5.0,"









  
  
    
  it works fine in MI Camera, i can keep 12 days HD back of my MI camera....

  
",best for MI Camera,04-Dec-18
5.0,"









  
  
    
  Using since 6 months, not corrupted yetCopying speeds are good

  
",Alloted storage 119 Gb,11-Dec-17
5.0,"









  
  
    
  super... original good speed.....2017 edition...quality in physical appearance also performance... usually i buy sandisk..but using this now onwards i prefer Samsung EVO Plus Grade 1, Class 10..good delivery before time packing not perfect but good. it contain card reader also..it is also super in build quality and performance (using samsung cards it reads fast  compare to other cards.

  
",super..,13-Mar-20
4.0,"









  
  
    
  Hmmmm ........keeping aside writing n reading speed ...... since I bought it for mere storage .......  product is good n working is satisfactory

  
",does it work,26-Jun-20
5.0,"









  
  
    
  It's simply good at that price it provides a storage of 63 gb that is good one and also have fast speed in read and transferring file

  
",Nice one you think about it,04-Dec-17
1.0,"









  
  
    
  Very bad memory card from samsung it cannot record 4k videos and even play read and write speed is very low better to go for sandisk memory cards

  
",Worst memory card from samsung,23-Mar-19
5.0,"









  
  
    
  As it deliver 95mbps/20mbps data transfer rate this is undoubtedly a good companion to the new age phones. It deals with hassle free data transfer and seamless HD video/audio streaming. Definitely superb performance.

  
",Recommended,20-Mar-20
4.0,"









  
  
    
  I'm using this memory card on my redmi note 5 pro since October 2018 it's working fine and providing decent speedsWrite speed around 20 mbpsRead speed around 40 mbps

  
",Good memory card,17-Oct-19
5.0,"









  
  
    
  These sd cards are quality ones with pretty good read and write speeds. Definitely among the best.

  
",Always the best,09-Nov-18
5.0,"









  
  
    
  Lovely product at this rate.You get enough space to use as personal experience. Also, you get awesome read/write speed.As a phone user, i don't prefer adapter but its an added gadget for future use.Thanks amazon for its on-time delivery.Thanks Seller! i am happy that you delivered genuinely latest product.

  
",Genuine Latest product at affordable rate,04-Dec-18
5.0,"









  
  
    
  It's very good quality memory card I have more than 6 memory cards 64GB capacity and perform very well.

  
",64 GB memory card,04-Dec-18
5.0,"









  
  
    
  Its worth money and it comes with an adapter which is great and is very easy to install. It works with laptop ,android phone , headphones.

  
",Awseome,12-Mar-19
5.0,"









  
  
    
  Very good memory card out of 64gb getting 59gb to useFaster copying speed its value for money at this price point.I used it for Dji mavic mini drone for video caputer is super smooth

  
",Faster memory card,04-Dec-18
1.0,"









  
  
    
  I purchased 64 gb micro sdxc memory card before 7 days back, Amazon gives me fake memory card. Made in Taiwan. And totally faked memory card. No white edge, No dharp and crisp printed fonts, no read and write speed, no made in Philippines, its a total fake memory card. I angry about amazon.

  
",Samsung,11-Dec-17
1.0,"









  
  
    
  My return end date is shown as 2nd april.But I got my product delivery itself on 19th May.This is so stupid fault in your system. Could you please change the product return date properly to June ?

  
",Return date is less than delivery date,19-Aug-18
5.0,"









  
  
    
  Good if its in read only mode. Check diskpart commands to change the attrib and set readonly false to use.

  
",Nice,03-Aug-19
5.0,"









  
  
    
  Comes with 60+ GB of storage.Read/write speed is good, even after encryption.A great buy for the price.

  
",Good one,24-May-20
5.0,"









  
  
    
  Any how 1 tb is still not yet available ,though not in India, bring 1 tb fast , 1 life ,1 tb, but thanx vmuch

  
",Thanx v much,28-May-19
4.0,"









  
  
    
  Well it was a good shopping , i literally prefer online shopping and only for few times i purchase mobile phone accessories .SD card was one of them , I really liked it , the usage , the installation and the storage is so good and the best part is that everyone can afford this . 🙂🙂

  
",Budget SD Card,13-Nov-19
4.0,"









  
  
    
  Card is not properly cut. Slightly bigger than the mobile memory card holder slot

  
",Card cutting,10-May-19
5.0,"









  
  
    
  Bought it for my Mi Home 360 Security Camera. Works great! Received with adapter to install in laptop!

  
",Great,30-Jul-19
5.0,"









  
  
    
  I'm using Nokia 8. Today I'm purchasing this product. Coppy & read mostly faster. & Install mostly easy & best price in Amazon

  
",My purchaseing experience,03-Mar-20
5.0,"









  
  
    
  I am a youtuber... so it is very useful for me.. I can use it in my DSLR or mobile both and as it is 64 gb space it can record a long video...

  
",Great for busy life...,11-Dec-17
5.0,"









  
  
    
  Must buy in this low price segment with high speed data transferring from leading brand samsung🙂🙂🙂🤑 but when you buy from the Samsung showroom or other shop they will say high price which makes our pocket empty.....so guyss don't think just order quickly as possible before price rises😨😨😔

  
",Must buy in this low price segment......,09-Dec-19
2.0,"









  
  
    
  If you are a bass lover please don't go for this.....i took this earphones by seeing reviews but I was not at  all satisfied. i suggest you evidson earphones for bass lovers...And also sound clarity not met expectation. Initially I was using evidson bass heads..That's was more valuable I could feel.

  
",Normal earphones with overrated reviews,22-Feb-19
4.0,"









  
  
    
  File manger shows outof 32 GB only 29.8 GB available  ... And  reading speed is good compair to other oldest SD card  .. Adopter is made in chaina  and SD card manufacturing in Korea.... Clearly printer on  in back side of pack other wise happy with this SD accordingly 3 days use

  
",Good,29-Jul-17
5.0,"









  
  
    
  Veryfast and good handling..product is working pretty well in my car dashcamMany from our group members bought this..been a suggested product among us

  
",Value for money,25-Aug-19
4.0,"









  
  
    
  Fast sdcard but not faster than internal storage of android device better to go with high storage capacity phones. You can't move game data to sdcard in Realme 3 device. Using for months without issues.

  
",Nice sdcard at reasonable price,11-Dec-17
2.0,"









  
  
    
  1  DELIVERY BOY HAS NOT GOOD INFARCTION BETWEEN THE CUSTOMERS AND VERY POOR HAND OVER LIKE STRUGGLING THE CUSTOMER2 Just ok but file's moving time coming some issues like a moving error... rename errors etc

  
",File transferring issue,02-Jan-20
5.0,"









  
  
    
  Material cost doesn't increase with storage capacity as much as the price does. Pricing needs to be more affordable & reasonable.

  
",Good product with opportunistic pricing,15-Dec-19
1.0,"









  
  
    
  It's been just 4 months since I bought this card and it's already disfunctional. Tried everything to reformat and reuse it but nothing's working.

  
",Spoilt within 4 months,17-Jun-20
3.0,"









  
  
    
  Strontium, Sandisk other memory cards are better than this in terms of downloading speed but uploading speed is better.

  
",better product,18-Oct-19
5.0,"









  
  
    
  have used the same product earlier. Could comment only if they do not keep up the warranty as stated.

  
",Gud 1,22-Mar-18
5.0,"









  
  
    
  Good read and write speeds. Could transfer a 2 gb file from phone's internal memory to SD card in about 2 mins.

  
",Excellent product,02-Nov-19
5.0,"









  
  
    
  Good but should have gone for sandisk extreme. Speed continuously decreases from more than 100 MB to below 15 then stays there , didnt expected this kind of performance .Using it on my redmi note 8 pro .

  
",Decent,02-Jul-20
5.0,"









  
  
    
  Memory card and adapter working perfectly. Thanks Amazon and seller Appario Retail Private Ltd.

  
",Good one,04-Dec-18
5.0,"









  
  
    
  Great product, what to write about Samsung memory devices? The whole world knows about their quality . Vendor to door step everything as promised.

  
",Excellent product,26-Jul-17
5.0,"









  
  
    
  Thanks for amazon to provide me original product and in short time delivery.. The memory card i have received is working perfect and with goof speed.. Its manufacturing is belongs to PHILIPPINES.. Thats what i was looking for genuine product 😊 Good experience

  
","Yes, It's smooth and fast..",16-Mar-19
1.0,"









  
  
    
  Good product, there is no word. I had already used it before.Only thing was, delay in delivery, and the most important was, I had to collect it about 1.5 km far from my place.Edited on 10.09.19This SD card has stop working since 4 months.Don't know what to do and where to go to replace!

  
",Nice.. produc,09-Nov-18
5.0,"









  
  
    
  This is a class 10 memory card from samsung with available capacity of about 28 gb free for your expandable storage adventures. This even comes with a sd adapter. Great del8very by amazon. so satisfied

  
",Great memory card for the price,11-Jan-19
3.0,"









  
  
    
  good but order it with car duster. this item missing . but amazon refund money.

  
",good but,04-Dec-18
4.0,"









  
  
    
  I gave one star less in storage and over all as it tell 100 mbs speed but just give 15-20mbs speed as for a bad advertisement it may loose people faith on it ...so please do a genuine  advertisement.

  
",Hope for genuine advertisement.,22-May-19
5.0,"









  
  
    
  I'll buy this product for 550 rupees and it is good I am using this from 1 year after I buying my friends want it and I'll buy two more Sd cards For 900 rupees and gift to my friends. thanks you Amazon and Samsung

  
",It is working good and I buy this in 550 rupees,11-Dec-17
5.0,"









  
  
    
  Really impressive, samsung works well also in card segment, the speed so satisfying for me.

  
",Go for extra storage with this,17-Dec-19
5.0,"









  
  
    
  Using Samsung evo memory card since long time now. It's perfect, smooth and reliable.

  
",Useful & origil product,24-Nov-19
5.0,"









  
  
    
  I had a scandisk SD card before this one, this is significantly faster than that. Quality product

  
",Faster than Scandisk,03-Dec-19
1.0,"









  
  
    
  No memory card in a package , loot leya seller ne , i feel so bad, etne bde multinational company pta ne kya krte hai bc, or camera mai accessories he nye hai yaar etna bada froud ,amazon sai kabhi shopping nye kruga

  
",Chor seller😠,10-Feb-20
3.0,"









  
  
    
  phone shows hanging problem and writing speed is too slow plz buy 64gb card of samsung. 32 gb not cool at all dont waste money.#सस्ता_रोये_बार_बार_मेंहँगा_रोये_एक_बार

  
",write speed slow buy 64 gb istead of 32 gb samsunga card,20-Oct-19
5.0,"









  
  
    
  A fan of samsung sd cards. Have neen using them since forever. Go ahead buy it, you wont regret. The adaptor they provide is very useful.

  
",Worth it!!!,11-Jul-19
1.0,"









  
  
    
  Bad qualityThis product is corrupted in only 2 months and becouse of these i lost my all deta very bad quality Pls dont purchase it it is not good product in view of money

  
",Wrost quality. This corrupted in only 2 months,12-Jun-20
1.0,"









  
  
    
  Memory card is excellent, but adapter is worst ever product, i bought this product to get a brand adapter also but it is very bad experience for me it doesn't work well

  
",Bad adapter,31-Jan-19
4.0,"









  
  
    
  Fits perfectly and works instantly. I Bought 2 Nos and would consider buying more in future.

  
",Good,11-Dec-17
